b,C	4.58257569495584
b,j	4.47213595499958
b,T	6.643493742626679
b,5	6.395483231398794
b,k	7.597553108250718
b,g	7.531128874149275
b,x	7.564340991199996
b,N	7.343420458864692
b,q	8.531128874149275
b,G	8.47213595499958
b,X	8.976283441855362
b,7	10.43326472375643
b,h	10.409214765445466
b,l	5.929206896491596
b,L	7.979382265692625
b,w	4.4075364531836625
b,y	7.404918347287664
b,r	5.311726559775704
b,!	4.4477751261779295
m,m	0.0
m,f	3.3166247903554
m,v	3.1622776601683795
m,8	3.6736043311189652
m,4	2.0
m,t	3.3166247903554
m,d	3.1622776601683795
m,s	4.358898943540674
m,z	4.242640687119285
m,c	3.23945122526189
m,n	3.0
m,S	5.0990195135927845
m,Z	5.0
m,C	4.242640687119285
m,j	4.123105625617661
m,T	6.123588266633598
m,5	6.0
m,k	7.14142842854285
m,g	7.0710678118654755
m,x	7.648459426866259
m,N	7.0
m,q	8.12403840463596
m,G	8.06225774829855
m,X	9.043138501758687
m,7	10.099504938362077
m,h	10.464197495306033
m,l	6.708203932499369
m,L	8.505025169146037
m,w	4.6097722286464435
m,y	7.810249675906654
m,r	5.367373724273546
m,!	3.688864378645303
f,f	0.0
f,v	1.0
f,8	1.2071067811865475
f,4	3.3166247903554
f,t	4.47213595499958
f,d	4.58257569495584
f,s	2.0
f,z	2.23606797749979
f,c	2.914213562373095
f,n	3.7416573867739413
f,S	3.0
f,Z	3.1622776601683795
f,C	3.605551275463989
f,j	3.7416573867739413
f,T	6.4419324679203545
f,5	5.916079783099616
f,k	7.211102550927978
f,g	7.280109889280518
f,x	6.041381265149109
f,N	6.782329983125268
f,q	8.06225774829855
f,G	8.12403840463596
f,X	7.533331390041006
f,7	9.848857801796104
f,h	9.027692569068709
f,l	3.7416573867739413
f,L	5.932476426605889
f,w	2.692582403567252
f,y	5.477225575051661
f,r	3.949526576073992
f,!	4.680772740018048
v,v	0.0
v,8	1.2071067811865475
v,4	3.1622776601683795
v,t	4.58257569495584
v,d	4.47213595499958
v,s	2.23606797749979
v,z	2.0
v,c	2.914213562373095
v,n	3.605551275463989
v,S	3.1622776601683795
v,Z	3.0
v,C	3.7416573867739413
v,j	3.605551275463989
v,T	6.4419324679203545
v,5	5.830951894845301
v,k	7.280109889280518
v,g	7.211102550927978
v,x	6.041381265149109
v,N	6.708203932499369
v,q	8.12403840463596
v,G	8.06225774829855
v,X	7.533331390041006
v,7	9.899494936611665
v,h	9.027692569068709
v,l	3.605551275463989
v,L	5.846385275781557
v,w	2.5
v,y	5.385164807134504
v,r	3.801240955240108
v,!	4.788067117717043
8,8	0.3333333333333333
8,4	3.08113883008419
8,t	4.182873156368473
8,d	4.182873156368473
8,s	1.2071067811865475
8,z	1.2071067811865475
8,c	2.342778860141484
8,n	3.23945122526189
8,S	2.118033988749895
8,Z	2.118033988749895
8,C	2.914213562373095
8,j	2.914213562373095
8,T	5.700708448015204
8,5	5.049509756796392
8,k	6.4419324679203545
8,g	6.4419324679203545
8,x	5.049509756796392
8,N	5.873515838972459
8,q	7.245606220104248
8,G	7.245606220104248
8,X	6.5384575855409235
8,7	8.97213595499958
8,h	8.031128874149275
8,l	3.23945122526189
8,L	5.0745984703662765
8,w	1.6513878188659974
8,y	4.527355824977709
8,r	3.1064854792332013
8,!	4.367812491910628
4,4	0.0
4,t	1.7320508075688772
4,d	1.4142135623730951
4,s	3.3166247903554
4,z	3.1622776601683795
4,c	1.5731321849709863
4,n	1.0
4,S	3.7416573867739413
4,Z	3.605551275463989
4,C	2.449489742783178
4,j	2.23606797749979
4,T	4.182873156368473
4,5	4.0
4,k	5.196152422706632
4,g	5.0990195135927845
4,x	5.873515838972459
4,N	5.0
4,q	6.164414002968976
4,G	6.082762530298219
4,X	7.196863192339289
4,7	8.12403840463596
4,h	8.573164506180078
4,l	6.082762530298219
4,L	7.243185386444668
4,w	3.3541019662496847
4,y	6.4031242374328485
4,r	3.9152404338925635
4,!	2.2497320151096565
t,t	0.0
t,d	1.0
t,s	4.0
t,z	4.123105625617661
t,c	2.118033988749895
t,n	1.4142135623730951
t,S	4.123105625617661
t,Z	4.242640687119285
t,C	2.23606797749979
t,j	2.449489742783178
t,T	3.08113883008419
t,5	3.3166247903554
t,k	4.0
t,g	4.123105625617661
t,x	5.700708448015204
t,N	4.242640687119285
t,q	5.0
t,G	5.0990195135927845
t,X	6.843769344012301
t,7	7.0
t,h	8.093148076467255
t,l	7.0710678118654755
t,L	7.717884460284701
t,w	4.153311931459037
t,y	6.782329983125268
t,r	4.446347128467717
t,!	1.442078882155695
d,d	0.0
d,s	4.123105625617661
d,z	4.0
d,c	2.118033988749895
d,n	1.0
d,S	4.242640687119285
d,Z	4.123105625617661
d,C	2.449489742783178
d,j	2.23606797749979
d,T	3.08113883008419
d,5	3.1622776601683795
d,k	4.123105625617661
d,g	4.0
d,x	5.700708448015204
d,N	4.123105625617661
d,q	5.0990195135927845
d,G	5.0
d,X	6.843769344012301
d,7	7.0710678118654755
d,h	8.093148076467255
d,l	7.0
d,L	7.652713581147658
d,w	4.031128874149275
d,y	6.708203932499369
d,r	4.311999631273275
d,!	1.7739385281812876
s,s	0.0
s,z	1.0
s,c	2.118033988749895
s,n	3.1622776601683795
s,S	1.0
s,Z	1.4142135623730951
s,C	2.23606797749979
s,j	2.449489742783178
s,T	5.049509756796392
s,5	4.358898943540674
s,k	5.656854249492381
s,g	5.744562646538029
s,x	4.061552812808831
s,N	5.0990195135927845
s,q	6.4031242374328485
s,G	6.48074069840786
s,X	5.545445510972751
s,7	8.06225774829855
s,h	7.035533905932738
s,l	3.1622776601683795
s,L	4.3998586146358
s,w	1.118033988749895
s,y	3.7416573867739413
s,r	2.6826043166655356
s,!	4.147094238083261
z,z	0.0
z,c	2.118033988749895
z,n	3.0
z,S	1.4142135623730951
z,Z	1.0
z,C	2.449489742783178
z,j	2.23606797749979
z,T	5.049509756796392
z,5	4.242640687119285
z,k	5.744562646538029
z,g	5.656854249492381
z,x	4.061552812808831
z,N	5.0
z,q	6.48074069840786
z,G	6.4031242374328485
z,X	5.545445510972751
z,7	8.12403840463596
z,h	7.035533905932738
z,l	3.0
z,L	4.282730654194425
z,w	0.5
z,y	3.605551275463989
z,r	2.4379675823756317
z,!	4.266718152029691
c,c	0.3333333333333333
c,n	1.2071067811865475
c,S	2.342778860141484
c,Z	2.342778860141484
c,C	1.2071067811865475
c,j	1.2071067811865475
c,T	3.6736043311189652
c,5	3.23945122526189
c,k	4.527355824977709
c,g	4.527355824977709
c,x	4.527355824977709
c,N	4.182873156368473
c,q	5.4311951910930825
c,G	5.4311951910930825
c,X	5.897517484988943
c,7	7.314289558815027
c,h	7.314289558815027
c,l	5.049509756796392
c,L	5.915547832661965
c,w	2.176420330143375
c,y	5.049509756796392
c,r	2.819776226790078
c,!	2.4759256106049925
n,n	0.0
n,S	3.3166247903554
n,Z	3.1622776601683795
n,C	1.7320508075688772
n,j	1.4142135623730951
n,T	3.23945122526189
n,5	3.0
n,k	4.242640687119285
n,g	4.123105625617661
n,x	5.049509756796392
n,N	4.0
n,q	5.196152422706632
n,G	5.0990195135927845
n,X	6.309391398392389
n,7	7.14142842854285
n,h	7.648459426866259
n,l	6.0
n,L	6.747953934588035
n,w	3.0413812651491097
n,y	5.830951894845301
n,r	3.453375383037846
n,!	1.9694505296583669
S,S	0.0
S,Z	1.0
S,C	2.0
S,j	2.23606797749979
S,T	4.527355824977709
S,5	3.7416573867739413
S,k	5.0
S,g	5.0990195135927845
S,x	3.08113883008419
S,N	4.358898943540674
S,q	5.656854249492381
S,G	5.744562646538029
S,X	4.555531284802612
S,7	7.211102550927978
S,h	6.041381265149109
S,l	3.3166247903554
S,L	3.8057270402233385
S,w	1.118033988749895
S,y	3.0
S,r	2.512884882207891
S,!	4.210693571707446
Z,Z	0.0
Z,C	2.23606797749979
Z,j	2.0
Z,T	4.527355824977709
Z,5	3.605551275463989
Z,k	5.0990195135927845
Z,g	5.0
Z,x	3.08113883008419
Z,N	4.242640687119285
Z,q	5.744562646538029
Z,G	5.656854249492381
Z,X	4.555531284802612
Z,7	7.280109889280518
Z,h	6.041381265149109
Z,l	3.1622776601683795
Z,L	3.6701565409172177
Z,w	0.5
Z,y	2.8284271247461903
Z,r	2.2657589083120073
Z,!	4.328334621214526
C,C	0.0
